Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
epidermis	AHL25_2	GATA12	23	657	454	0.00104409	0.0297837	0.474015	1	AT1G05280;AT1G20970;AT1G30720;AT1G55700;AT1G56630;AT1G65010;AT1G65730;AT2G02630;AT2G16270;AT2G27430;AT2G37980;AT2G40750;AT3G07000;AT3G46280;AT3G53240;AT3G59130;AT4G03480;AT4G17470;AT4G27860;AT4G37070;AT5G26260;AT5G47950;AT5G55520;
epidermis	AHL25_2	GLK1	12	680	454	0.496407	0.655747	1	1	AT1G20970;AT1G55700;AT1G56630;AT1G65010;AT2G02630;AT2G22630;AT2G27770;AT3G53240;AT4G12545;AT4G15350;AT4G23570;AT5G26260;
epidermis	AHL25_2	GLK1_2	7	681	454	0.947816	0.947816	1	1	AT1G30650;AT1G59860;AT1G65730;AT2G27770;AT2G37130;AT3G53240;AT4G27860;
epidermis	AHL25_2	HSFB2A	9	618	454	0.73224	0.73224	1	1	AT1G20970;AT1G64400;AT2G27770;AT2G39180;AT3G05270;AT3G24630;AT3G53240;AT4G23570;AT5G46900;
epidermis	AHL25_2	HSFB2A_2	9	747	454	0.894625	0.894625	1	1	AT1G59860;AT1G66800;AT1G73280;AT2G34180;AT2G34830;AT3G23175;AT3G24480;AT5G04970;AT5G48570;
epidermis	AHL25_2	HSFC1	13	823	454	0.65321	0.655747	1	1	AT1G59860;AT1G66800;AT1G73280;AT2G22630;AT2G27430;AT2G34180;AT2G34830;AT3G48343;AT4G23570;AT4G24350;AT4G37330;AT5G04970;AT5G48570;
epidermis	AHL25_2	HSFC1_2	8	601	454	0.808864	0.808864	1	1	AT1G16150;AT1G20970;AT2G27770;AT3G05270;AT3G53240;AT4G23570;AT5G04970;AT5G46900;
epidermis	AHL25_2	ICU4	28	943	454	0.00355546	0.0727041	1	1	AT1G04610;AT1G05280;AT1G16150;AT1G20970;AT1G30650;AT1G55420;AT1G65730;AT1G70560;AT1G73280;AT2G02610;AT2G04100;AT2G28960;AT2G28970;AT2G31540;AT2G34830;AT2G37130;AT2G39040;AT3G16370;AT3G19050;AT4G09630;AT4G24340;AT4G39000;AT5G02350;AT5G04970;AT5G18270;AT5G40780;AT5G46900;AT5G47950;
epidermis	AHL25_2	KAN1	13	568	454	0.177766	0.655747	1	1	AT1G30720;AT1G55700;AT1G59860;AT1G65310;AT2G27770;AT2G40750;AT2G41810;AT3G05270;AT3G19050;AT3G24480;AT4G12545;AT5G26260;AT5G43520;
epidermis	AHL25_2	KAN4	10	648	454	0.672488	0.672488	1	1	AT1G05530;AT1G30650;AT1G51800;AT1G55700;AT2G40750;AT3G05270;AT3G21620;AT3G24630;AT4G32950;AT5G50200;
epidermis	AHL25_2	KAN4_2	10	600	454	0.576818	0.655747	1	1	AT1G55420;AT1G55700;AT1G70080;AT2G28960;AT2G28970;AT2G34830;AT3G21620;AT3G24630;AT5G44770;AT5G57800;
epidermis	AHL25_2	LBD16	8	693	454	0.908444	0.908444	1	1	AT1G16150;AT1G20970;AT2G39180;AT2G40750;AT4G15350;AT4G24340;AT4G33120;AT5G55520;
epidermis	AHL25_2	MYB111	7	776	454	0.980018	0.980018	1	1	AT1G04610;AT2G02630;AT2G28620;AT2G31540;AT3G05270;AT4G12545;AT4G33120;
epidermis	AHL25_2	MYB111_2	11	705	454	0.662883	0.662883	1	1	AT1G04610;AT1G64400;AT1G65310;AT2G02630;AT2G28970;AT2G31540;AT2G34180;AT2G40750;AT3G05270;AT4G12545;AT5G23700;
epidermis	AHL25_2	MYB46	9	763	454	0.907398	0.907398	1	1	AT1G04610;AT2G02630;AT2G28620;AT2G28970;AT2G31540;AT3G05270;AT4G12545;AT4G33120;AT5G55520;
epidermis	AHL25_2	MYB46_2	16	691	454	0.13751	0.558174	1	1	AT1G05530;AT1G65310;AT2G37980;AT2G40750;AT3G05270;AT3G07000;AT3G46280;AT3G53240;AT4G03480;AT4G09630;AT4G15350;AT4G24350;AT5G04970;AT5G26260;AT5G46900;AT5G65690;
epidermis	AHL25_2	MYB52	11	620	454	0.492916	0.655747	1	1	AT1G16150;AT2G16270;AT2G27430;AT2G28620;AT3G19050;AT3G21620;AT3G24630;AT4G17470;AT4G33120;AT5G55520;AT5G65690;
epidermis	AHL25_2	MYB52_2	18	727	454	0.0762134	0.45728	1	1	AT1G56630;AT1G64400;AT2G02610;AT2G02630;AT2G16270;AT2G28160;AT2G34180;AT2G37980;AT3G19050;AT3G53240;AT3G59130;AT4G12545;AT4G24350;AT4G27860;AT5G23700;AT5G26260;AT5G47950;AT5G57800;
epidermis	AHL25_2	MYB55	10	687	454	0.74007	0.74007	1	1	AT1G04610;AT2G02630;AT2G22630;AT2G28620;AT2G39180;AT2G40750;AT3G05270;AT3G19050;AT4G33120;AT5G55520;
epidermis	AHL25_2	MYB55_2	17	692	454	0.0876505	0.478133	1	1	AT1G04610;AT1G05530;AT2G02630;AT2G28620;AT2G31540;AT2G34180;AT2G37130;AT2G40750;AT3G05270;AT3G07000;AT3G24480;AT3G53240;AT4G03480;AT4G09630;AT5G26260;AT5G46900;AT5G65690;
epidermis	AHL25_2	MYB59	10	835	454	0.908439	0.908439	1	1	AT1G05280;AT1G05530;AT2G22630;AT3G05270;AT3G22060;AT3G46280;AT4G39000;AT5G46900;AT5G47950;AT5G57800;
epidermis	AHL25_2	MYC2	19	710	454	0.0375608	0.300486	1	1	AT1G14240;AT1G30720;AT1G65730;AT2G02610;AT2G04100;AT2G22630;AT2G37980;AT2G39180;AT2G41810;AT3G46280;AT3G59130;AT4G09630;AT4G15350;AT4G24350;AT4G37070;AT5G04970;AT5G23700;AT5G26260;AT5G65690;
epidermis	AHL25_2	MYC3	21	712	454	0.0115553	0.150218	1	1	AT1G14240;AT1G65010;AT1G65730;AT2G02610;AT2G04100;AT2G22630;AT2G34180;AT2G37980;AT2G39180;AT2G41810;AT3G46280;AT3G59130;AT4G09630;AT4G15350;AT4G24350;AT4G37070;AT4G37330;AT5G23700;AT5G26260;AT5G46900;AT5G65690;
epidermis	AHL25_2	MYC4	19	684	454	0.0272531	0.247384	1	1	AT1G14240;AT1G61840;AT1G65730;AT2G02610;AT2G04100;AT2G22630;AT2G34180;AT2G37980;AT2G39180;AT2G41810;AT3G46280;AT3G59130;AT4G09630;AT4G15350;AT4G24350;AT4G37070;AT5G02350;AT5G26260;AT5G65690;
epidermis	AHL25_2	ORA47	10	641	454	0.659343	0.659343	1	1	AT1G04610;AT2G27430;AT2G28620;AT2G37980;AT2G39180;AT2G41810;AT3G07000;AT3G19050;AT3G48343;AT4G09630;
epidermis	AHL25_2	ORA47_2	9	572	454	0.64573	0.655747	1	1	AT1G05280;AT1G41830;AT2G37980;AT2G39180;AT2G41810;AT3G53240;AT4G09630;AT4G23570;AT5G23700;
epidermis	AHL25_2	PIF3	16	634	454	0.0799073	0.478133	1	1	AT1G05530;AT1G41830;AT1G61840;AT1G65730;AT1G66800;AT2G02610;AT2G18980;AT2G28960;AT2G28970;AT2G34180;AT2G37980;AT2G39040;AT4G12545;AT4G24350;AT4G27860;AT5G26260;
epidermis	AHL25_2	PIF4	14	621	454	0.18022	0.655747	1	1	AT1G20970;AT1G61840;AT1G65730;AT2G02610;AT2G22630;AT2G37980;AT2G39180;AT2G41810;AT4G09630;AT4G15350;AT4G24350;AT4G37070;AT5G04970;AT5G26260;
epidermis	AHL25_2	PIF5	6	570	454	0.926497	0.926497	1	1	AT1G61840;AT1G65730;AT2G37980;AT2G39180;AT4G23570;AT4G24350;
epidermis	AHL25_2	RAP2.3	9	569	454	0.639585	0.655747	1	1	AT1G05280;AT2G37980;AT2G41810;AT3G19050;AT3G53240;AT4G09630;AT4G23570;AT4G24350;AT5G23700;
epidermis	AHL25_2	RAP2.3_2	12	606	454	0.343184	0.655747	1	1	AT1G05280;AT1G20970;AT1G41830;AT2G02630;AT2G37980;AT2G41810;AT3G19050;AT3G53240;AT4G09630;AT4G13990;AT4G23570;AT4G24350;
epidermis	AHL25_2	RAP2.3_3ARY	13	586	454	0.206328	0.655747	1	1	AT1G16150;AT1G20970;AT1G41830;AT1G56630;AT2G02630;AT2G22630;AT2G37980;AT2G41810;AT3G53240;AT4G09630;AT4G13990;AT4G23570;AT4G24350;
epidermis	AHL25_2	RAP2.6	10	579	454	0.531439	0.655747	1	1	AT1G05280;AT2G37980;AT2G39180;AT2G41810;AT3G19050;AT3G53240;AT4G09630;AT4G23570;AT4G24350;AT5G23700;
epidermis	AHL25_2	RAP2.6_2	7	615	454	0.90367	0.90367	1	1	AT1G41830;AT2G16270;AT2G37980;AT2G39040;AT2G41810;AT3G19050;AT4G23570;
epidermis	AHL25_2	RAP2.6_3ARY	12	616	454	0.36368	0.655747	1	1	AT1G20970;AT1G41830;AT2G02630;AT2G16270;AT2G28620;AT2G37980;AT2G41810;AT3G19050;AT3G21620;AT3G53240;AT4G09630;AT4G13990;
epidermis	AHL25_2	REM1	14	778	454	0.460603	0.655747	1	1	AT1G04610;AT1G14240;AT1G30720;AT1G61840;AT1G70080;AT2G27430;AT2G28960;AT2G28970;AT3G22060;AT3G53240;AT4G09630;AT4G13990;AT4G39000;AT5G43520;
epidermis	AHL25_2	REM1_2	14	730	454	0.368562	0.655747	1	1	AT1G14240;AT1G30650;AT2G34180;AT3G24630;AT4G15350;AT4G17470;AT4G24340;AT4G24350;AT4G32950;AT4G37070;AT5G26260;AT5G40780;AT5G43520;AT5G65690;
epidermis	AHL25_2	RRTF1	10	571	454	0.513724	0.655747	1	1	AT1G05280;AT2G37980;AT2G39180;AT2G41810;AT3G19050;AT3G53240;AT4G09630;AT4G23570;AT4G24350;AT5G23700;
epidermis	AHL25_2	RRTF1_2	10	589	454	0.553268	0.655747	1	1	AT1G20970;AT1G41830;AT2G37980;AT2G41810;AT3G19050;AT3G53240;AT4G09630;AT4G13990;AT4G23570;AT5G23700;
epidermis	AHL25_2	RRTF1_3ARY	11	576	454	0.397355	0.655747	1	1	AT1G20970;AT1G41830;AT2G37980;AT2G41810;AT3G19050;AT3G53240;AT4G09630;AT4G13990;AT4G23570;AT4G24350;AT5G23700;
epidermis	AHL25_2	RVE1	14	912	454	0.696809	0.696809	1	1	AT1G05530;AT1G61840;AT1G66460;AT1G70080;AT1G70560;AT2G04100;AT2G27430;AT2G27770;AT4G24340;AT5G02350;AT5G26260;AT5G40780;AT5G50200;AT5G55520;
epidermis	AHL25_2	RVE1_2	20	1041	454	0.327962	0.655747	1	1	AT1G05530;AT1G20970;AT1G41830;AT1G55420;AT1G55700;AT1G65310;AT2G02690;AT2G22630;AT2G28960;AT2G39040;AT4G12545;AT4G15350;AT4G23570;AT4G24350;AT4G37070;AT4G39000;AT5G04970;AT5G18270;AT5G43520;AT5G55520;
epidermis	AHL25_2	SPL1	19	708	454	0.0366789	0.293431	1	1	AT1G05530;AT1G55420;AT1G55700;AT1G56630;AT1G59860;AT2G02630;AT2G34180;AT2G34830;AT2G39180;AT2G41810;AT3G05270;AT4G17470;AT4G24340;AT4G26050;AT4G37070;AT4G39000;AT5G44770;AT5G55520;AT5G65690;
epidermis	AHL25_2	SPL1_2	23	685	454	0.00179059	0.0439099	0.81293	1	AT1G05280;AT1G05530;AT1G41830;AT1G55420;AT1G55700;AT1G56630;AT1G59860;AT1G66800;AT2G02690;AT2G34180;AT2G39180;AT2G41810;AT3G05270;AT3G22060;AT3G46280;AT3G48343;AT4G17470;AT4G26050;AT4G37070;AT5G26260;AT5G44770;AT5G55520;AT5G65690;
epidermis	AHL25_2	SPL7	11	658	454	0.572467	0.655747	1	1	AT1G05530;AT1G55420;AT1G56630;AT1G59860;AT2G34830;AT2G37980;AT2G41810;AT3G48343;AT4G26050;AT5G26260;AT5G55520;
epidermis	AHL25_2	STY1	6	576	454	0.9307	0.9307	1	1	AT2G18980;AT3G59130;AT4G23570;AT4G24340;AT4G33120;AT5G44770;
epidermis	AHL25_2	STY1_2	21	687	454	0.00794097	0.119115	1	1	AT1G16150;AT1G55700;AT1G70080;AT2G02690;AT2G28160;AT2G37130;AT2G39180;AT2G40750;AT3G21620;AT3G24480;AT3G46280;AT3G53240;AT3G59130;AT4G03480;AT4G13990;AT4G24350;AT4G27860;AT4G37070;AT5G02350;AT5G04970;AT5G18270;
epidermis	AHL25_2	TCP15	8	589	454	0.791267	0.791267	1	1	AT1G56630;AT1G65310;AT2G37980;AT2G39040;AT4G23570;AT4G26050;AT5G18270;AT5G23700;
epidermis	AHL25_2	TCP16	6	591	454	0.940294	0.940294	1	1	AT1G56630;AT1G65010;AT2G39040;AT4G23570;AT5G18270;AT5G57800;
epidermis	AHL25_2	TCP23	7	594	454	0.884151	0.884151	1	1	AT1G56630;AT1G65310;AT2G37980;AT2G39040;AT4G23570;AT4G26050;AT5G23700;
epidermis	AHL25_2	TGA2	17	848	454	0.28494	0.655747	1	1	AT1G04610;AT1G05530;AT1G20970;AT1G56630;AT1G65310;AT2G02610;AT2G04160;AT2G27430;AT2G28960;AT2G40750;AT2G41810;AT3G05270;AT3G07000;AT3G53240;AT4G13990;AT5G23700;AT5G65690;
epidermis	AHL25_2	TGA2_2	12	652	454	0.438458	0.655747	1	1	AT1G14240;AT1G16150;AT1G30720;AT1G51800;AT2G02630;AT2G28620;AT2G40750;AT3G46280;AT4G09630;AT5G23700;AT5G26260;AT5G65690;
epidermis	AHL25_2	TOE1	11	575	454	0.395178	0.655747	1	1	AT1G05530;AT1G41830;AT1G55700;AT1G65730;AT1G73280;AT2G27430;AT2G31540;AT4G23570;AT4G26050;AT5G04970;AT5G65690;
epidermis	AHL25_2	TOE1_2	13	611	454	0.249085	0.655747	1	1	AT1G65730;AT1G66800;AT2G02610;AT2G39180;AT2G41810;AT3G19050;AT3G23175;AT3G46280;AT4G03480;AT4G17470;AT4G23570;AT5G23700;AT5G26260;
epidermis	AHL25_2	TOE1_3ARY	17	870	454	0.320891	0.655747	1	1	AT2G04100;AT2G18980;AT2G27770;AT2G28970;AT2G37130;AT3G21620;AT3G53240;AT4G15350;AT4G24340;AT4G26050;AT4G33120;AT5G43520;AT5G44770;AT5G47950;AT5G50200;AT5G55520;AT5G57800;
epidermis	AHL25_2	TOE2	14	605	454	0.157424	0.629694	1	1	AT1G05530;AT1G41830;AT1G55700;AT1G56630;AT1G65730;AT1G73280;AT2G02630;AT2G27430;AT2G31540;AT2G41810;AT4G23570;AT4G26050;AT5G04970;AT5G65690;
epidermis	AHL25_2	TOE2_2	14	654	454	0.231913	0.655747	1	1	AT1G55700;AT1G65730;AT1G66800;AT1G73280;AT2G02610;AT2G34180;AT2G39180;AT2G41810;AT3G19050;AT3G23175;AT3G46280;AT4G03480;AT4G17470;AT5G23700;
epidermis	AHL25_2	TOE2_3ARY	23	958	454	0.0654267	0.396534	1	1	AT1G56630;AT1G73280;AT2G02690;AT2G04100;AT2G16270;AT2G18980;AT2G27770;AT2G28970;AT2G37130;AT3G21620;AT3G48343;AT3G53240;AT4G15350;AT4G23570;AT4G24340;AT4G26050;AT4G33120;AT5G04970;AT5G43520;AT5G44770;AT5G47950;AT5G50200;AT5G57800;
epidermis	AHL25_2	WOX13	11	854	454	0.867003	0.867003	1	1	AT1G05530;AT1G70080;AT2G18980;AT2G28620;AT3G05270;AT3G22060;AT3G24480;AT3G48343;AT4G13990;AT4G33120;AT5G02350;
epidermis	AHL25_2	WOX13_2	34	1214	454	0.00349984	0.0727041	1	1	AT1G05280;AT1G05530;AT1G51800;AT1G65310;AT1G70080;AT2G02630;AT2G02690;AT2G04160;AT2G18980;AT2G22630;AT2G28160;AT2G34180;AT2G37130;AT3G21620;AT3G24630;AT3G46280;AT3G48343;AT3G59130;AT4G12545;AT4G13990;AT4G24340;AT4G26050;AT4G32950;AT4G33120;AT4G37070;AT4G39000;AT5G18270;AT5G23700;AT5G24230;AT5G40780;AT5G43520;AT5G44770;AT5G46900;AT5G65690;
epidermis	AHL25_2	WRKY12	20	674	454	0.0127272	0.165454	1	1	AT1G16150;AT1G30720;AT1G51800;AT1G55420;AT1G56630;AT2G18980;AT2G28970;AT2G34830;AT2G39040;AT2G41810;AT3G23175;AT3G46280;AT4G09630;AT4G13990;AT4G15350;AT4G23570;AT4G26050;AT4G37070;AT4G37330;AT5G43520;
epidermis	AHL25_2	WRKY18	14	668	454	0.255519	0.655747	1	1	AT1G14240;AT1G16150;AT1G30720;AT1G61840;AT1G65010;AT1G70080;AT2G28970;AT2G34830;AT3G22060;AT3G23175;AT3G46280;AT4G23570;AT4G26050;AT4G37070;
epidermis	AHL25_2	WRKY38	21	712	454	0.0115553	0.150218	1	1	AT1G16150;AT1G30720;AT1G41830;AT1G51800;AT1G55420;AT1G64400;AT2G18980;AT2G28970;AT2G34180;AT2G34830;AT2G39040;AT2G39180;AT2G41810;AT3G07000;AT3G23175;AT3G46280;AT4G09630;AT4G15350;AT4G23570;AT4G26050;AT4G37070;
epidermis	AHL25_2	WRKY45	22	737	454	0.00867974	0.130196	1	1	AT1G16150;AT1G30720;AT1G41830;AT1G51800;AT1G55420;AT1G64400;AT2G18980;AT2G28620;AT2G28970;AT2G34180;AT2G34830;AT2G39040;AT2G41810;AT3G07000;AT3G22060;AT3G23175;AT3G46280;AT4G09630;AT4G15350;AT4G37070;AT5G43520;AT5G65690;
epidermis	AHL25_2	YAB1	13	1007	454	0.882244	0.882244	1	1	AT1G55420;AT1G65010;AT2G18980;AT2G27770;AT3G07000;AT3G23175;AT3G48343;AT4G09630;AT4G12545;AT4G24340;AT4G33120;AT5G26260;AT5G44770;
epidermis	AHL25_2	YAB5	21	1045	454	0.253599	0.655747	1	1	AT1G04610;AT1G05280;AT1G20970;AT1G30650;AT1G55420;AT1G66800;AT1G70560;AT2G02610;AT2G04160;AT2G31540;AT2G34830;AT2G37130;AT2G41810;AT3G23175;AT3G59130;AT4G12545;AT4G24340;AT4G39000;AT5G02350;AT5G46900;AT5G48570;
epidermis	AHL25_2	ZAT14	11	728	454	0.702956	0.702956	1	1	AT1G05280;AT1G65010;AT2G28160;AT2G34830;AT3G07000;AT3G22060;AT3G24630;AT4G03480;AT4G15350;AT4G23570;AT5G65690;
epidermis	AHL25_2	ZAT18	11	649	454	0.554046	0.655747	1	1	AT1G05280;AT1G65010;AT2G27430;AT2G34830;AT2G39040;AT2G39180;AT3G24630;AT4G03480;AT4G23570;AT4G24350;AT5G65690;
epidermis	AHL25_2	ZAT2	13	505	454	0.0952525	0.478133	1	1	AT1G20970;AT1G55420;AT1G61840;AT1G66460;AT2G02690;AT2G34180;AT3G07000;AT3G24480;AT3G24630;AT3G59130;AT4G24350;AT5G18270;AT5G57800;
epidermis	AHL25_2	ZAT6	16	949	454	0.558401	0.655747	1	1	AT1G14240;AT1G16150;AT1G20970;AT1G59860;AT2G02630;AT2G18980;AT2G27770;AT2G37980;AT3G07000;AT3G21620;AT3G24480;AT4G24350;AT5G18270;AT5G24230;AT5G50200;AT5G65690;
epidermis	AHL25_3ARY	ANAC46	12	652	454	0.438458	0.655747	1	1	AT1G05530;AT1G15040;AT1G16150;AT2G22970;AT3G05270;AT3G14550;AT3G24300;AT3G63470;AT4G09630;AT5G03510;AT5G23700;AT5G48180;
epidermis	AHL25_3ARY	ANAC55	17	831	454	0.258153	0.655747	1	1	AT1G05280;AT1G15040;AT1G16150;AT1G44318;AT1G49320;AT1G65845;AT1G70080;AT1G75620;AT2G02690;AT2G17500;AT2G22970;AT2G36050;AT3G04060;AT3G14550;AT3G63470;AT5G03510;AT5G48180;
epidermis	AHL25_3ARY	ANAC55_2	18	938	454	0.341434	0.655747	1	1	AT1G07175;AT1G15040;AT1G16150;AT1G26700;AT1G44318;AT1G49320;AT1G70080;AT1G75620;AT2G17500;AT2G22630;AT2G36050;AT2G39180;AT3G11385;AT3G23175;AT4G05160;AT4G37070;AT5G48180;AT5G55520;
epidermis	AHL25_3ARY	ANAC58	17	620	454	0.0392361	0.313889	1	1	AT1G05280;AT1G05530;AT1G16150;AT1G55420;AT2G02610;AT2G22610;AT2G22970;AT2G40750;AT3G05270;AT3G14550;AT3G24300;AT3G29780;AT3G54270;AT4G37070;AT5G03510;AT5G23700;AT5G48180;
epidermis	AHL25_3ARY	ARR11	20	701	454	0.0186299	0.204929	1	1	AT1G05280;AT1G26700;AT1G44318;AT1G49320;AT1G55420;AT1G64400;AT3G05270;AT3G15950;AT3G22250;AT3G24300;AT4G13990;AT4G23570;AT4G25350;AT5G23700;AT5G27330;AT5G45510;AT5G46040;AT5G48180;AT5G55520;AT5G66870;
epidermis	AHL25_3ARY	ARR11_2	18	661	454	0.0366021	0.292817	1	1	AT1G26700;AT1G30720;AT1G33240;AT2G22610;AT2G43480;AT3G05270;AT3G14550;AT3G15950;AT3G21620;AT3G53240;AT3G54270;AT3G63470;AT4G09630;AT5G23820;AT5G24230;AT5G45510;AT5G55520;AT5G66870;
epidermis	AHL25_3ARY	ARR11_3ARY	17	793	454	0.202208	0.655747	1	1	AT1G05280;AT1G55420;AT1G65845;AT1G66460;AT2G04100;AT2G05160;AT2G22630;AT2G22970;AT2G43480;AT3G16460;AT3G59130;AT4G15563;AT4G24340;AT4G25350;AT5G23820;AT5G40780;AT5G44770;
epidermis	AHL25_3ARY	ARR14	13	609	454	0.245545	0.655747	1	1	AT1G64400;AT2G22970;AT2G43480;AT3G05270;AT3G15950;AT3G22250;AT3G24300;AT3G53240;AT4G23570;AT4G25350;AT4G37070;AT5G45510;AT5G55520;
epidermis	AHL25_3ARY	ARR14_2	23	652	454	0.000944049	0.0280328	0.428598	1	AT1G26700;AT1G30720;AT1G33240;AT2G40750;AT2G43480;AT3G05270;AT3G15950;AT3G16370;AT3G21620;AT3G29780;AT3G46810;AT3G53240;AT3G54270;AT3G63470;AT4G05160;AT4G25350;AT5G23820;AT5G24230;AT5G45510;AT5G46040;AT5G55520;AT5G66840;AT5G66870;
epidermis	AHL25_3ARY	ARR14_3ARY	19	797	454	0.0925046	0.478133	1	1	AT1G05280;AT1G55420;AT1G65010;AT1G65845;AT1G66800;AT2G04100;AT2G05160;AT2G22630;AT2G22970;AT2G43480;AT4G05160;AT4G15563;AT4G23570;AT4G24340;AT4G25350;AT4G37070;AT5G23820;AT5G44770;AT5G66870;
epidermis	AHL25_3ARY	AT1G77200	5	644	454	0.986418	0.986418	1	1	AT1G41830;AT3G14550;AT4G09630;AT4G13990;AT5G45280;
epidermis	AHL25_3ARY	AT4G35610	20	567	454	0.00198692	0.0476861	0.902062	1	AT1G05280;AT1G06120;AT1G07175;AT1G33750;AT1G51800;AT1G55420;AT1G64400;AT1G65010;AT1G66460;AT2G34920;AT2G39180;AT3G21620;AT3G23560;AT3G46810;AT3G51330;AT3G59130;AT4G01890;AT4G15563;AT4G33160;AT4G37070;
epidermis	AHL25_3ARY	AT5G28300	15	774	454	0.346748	0.655747	1	1	AT1G05530;AT1G26700;AT1G41830;AT1G44318;AT1G55420;AT2G05160;AT2G22610;AT2G22630;AT2G39180;AT2G39200;AT3G11385;AT3G54270;AT3G59130;AT5G27330;AT5G38100;
epidermis	AHL25_3ARY	ATERF1	10	551	454	0.468667	0.655747	1	1	AT1G15040;AT2G22970;AT2G39180;AT3G53240;AT4G05160;AT4G09630;AT4G23570;AT5G23700;AT5G23820;AT5G45510;
epidermis	AHL25_3ARY	ATERF1_2	9	631	454	0.753928	0.753928	1	1	AT2G22970;AT2G39180;AT3G53240;AT4G05160;AT4G13990;AT4G23570;AT5G20050;AT5G45510;AT5G66870;
epidermis	AHL25_3ARY	ATHB12	18	644	454	0.0294872	0.265385	1	1	AT1G04040;AT1G06120;AT1G16150;AT1G33750;AT1G51800;AT1G64400;AT1G66460;AT2G05160;AT2G37130;AT3G16460;AT3G24300;AT3G51330;AT3G63470;AT4G05160;AT4G09630;AT5G18270;AT5G27330;AT5G46900;
epidermis	AHL25_3ARY	ATHB51	4	225	454	0.53814	0.655747	1	1	AT1G70080;AT1G70560;AT2G37130;AT4G24340;
epidermis	AHL25_3ARY	BZIP60	17	765	454	0.165111	0.655747	1	1	AT1G05530;AT1G15040;AT1G16150;AT1G33240;AT2G02610;AT2G14960;AT2G22610;AT2G36050;AT2G40750;AT3G05270;AT3G14550;AT3G46810;AT3G53240;AT4G01890;AT4G05160;AT4G13990;AT5G23700;
epidermis	AHL25_3ARY	BZIP60_2	9	702	454	0.850738	0.850738	1	1	AT1G06120;AT1G15040;AT1G16150;AT1G51800;AT2G14960;AT3G46810;AT3G63470;AT4G09630;AT5G23700;
epidermis	AHL25_3ARY	CCA1	17	1013	454	0.565947	0.655747	1	1	AT1G05530;AT1G51800;AT1G66460;AT1G70080;AT1G70560;AT1G75620;AT2G04100;AT2G22970;AT3G15950;AT3G16420;AT3G24300;AT4G24340;AT5G27330;AT5G38100;AT5G40780;AT5G55520;AT5G66840;
epidermis	AHL25_3ARY	CCA1_2	18	776	454	0.119504	0.558174	1	1	AT1G06120;AT1G15040;AT1G49320;AT1G53830;AT1G55420;AT2G40750;AT2G43480;AT3G04060;AT3G21620;AT3G23560;AT3G24300;AT3G59130;AT4G12545;AT4G25350;AT5G27330;AT5G40780;AT5G46040;AT5G48180;
epidermis	AHL25_3ARY	DAG2	9	876	454	0.965447	0.965447	1	1	AT1G12110;AT1G33240;AT1G64400;AT1G66460;AT1G75620;AT2G22610;AT3G15950;AT3G22250;AT3G54270;
epidermis	AHL25_3ARY	DDF1	13	714	454	0.448025	0.655747	1	1	AT1G07175;AT1G16150;AT1G65010;AT1G66800;AT2G39180;AT2G39200;AT3G14550;AT3G53240;AT4G01890;AT4G05160;AT4G09630;AT4G13990;AT5G20050;
epidermis	AHL25_3ARY	DEAR3	10	583	454	0.540215	0.655747	1	1	AT1G05280;AT1G07175;AT1G15040;AT1G33750;AT1G41830;AT3G48343;AT3G53240;AT4G09630;AT4G23570;AT5G23700;
epidermis	AHL25_3ARY	DEAR3_2	9	648	454	0.78041	0.78041	1	1	AT1G06120;AT2G39180;AT3G14550;AT3G29780;AT4G05160;AT4G25350;AT5G20050;AT5G45280;AT5G48940;
epidermis	AHL25_3ARY	DEAR4	9	650	454	0.783386	0.783386	1	1	AT1G07175;AT1G33750;AT1G41830;AT3G14550;AT3G48343;AT4G09630;AT4G13990;AT5G20050;AT5G45280;
epidermis	AHL25_3ARY	DEAR4_2	10	603	454	0.583148	0.655747	1	1	AT1G05280;AT1G15040;AT1G33750;AT2G39180;AT3G29780;AT3G48343;AT3G53240;AT4G05160;AT4G09630;AT5G23700;
epidermis	AHL25_3ARY	DOF5.7	12	656	454	0.446784	0.655747	1	1	AT1G05280;AT1G06120;AT1G07175;AT1G65010;AT1G75620;AT2G22610;AT3G04060;AT3G14550;AT3G51330;AT4G01890;AT4G13990;AT5G18270;
epidermis	AHL25_3ARY	DOF5.7_2	18	773	454	0.116498	0.558174	1	1	AT1G07175;AT1G08990;AT1G15040;AT1G44318;AT1G66800;AT2G18650;AT2G22610;AT2G36050;AT3G11385;AT3G23175;AT3G54270;AT3G63470;AT4G05160;AT4G09630;AT4G25350;AT4G33160;AT5G20050;AT5G48180;
epidermis	AHL25_3ARY	DREB2C	12	582	454	0.295057	0.655747	1	1	AT1G05280;AT1G14240;AT1G15040;AT2G22970;AT2G39180;AT2G39200;AT3G22250;AT4G23570;AT4G25350;AT5G23700;AT5G27330;AT5G66870;
epidermis	AHL25_3ARY	DREB2C_2	8	655	454	0.874358	0.874358	1	1	AT1G16150;AT1G33750;AT1G41830;AT3G14550;AT4G09630;AT4G13990;AT5G20050;AT5G45280;
